handle,fieldType,name,visible,plainDescription,categorySlugs,primaryCategorySlug,media,mediaAltText,ribbon,brand,price,strikethroughPrice,baseUnit,baseUnitMeasurement,totalUnits,totalUnitsMeasurement,cost,inventory,preOrderEnabled,preOrderMessage,preOrderLimit,sku,barcode,weight,productOptionName1,productOptionType1,productOptionChoices1,productOptionName2,productOptionType2,productOptionChoices2,productOptionName3,productOptionType3,productOptionChoices3,productOptionName4,productOptionType4,productOptionChoices4,productOptionName5,productOptionType5,productOptionChoices5,productOptionName6,productOptionType6,productOptionChoices6,modifierName1,modifierType1,modifierCharLimit1,modifierMandatory1,modifierDescription1,modifierName2,modifierType2,modifierCharLimit2,modifierMandatory2,modifierDescription2,modifierName3,modifierType3,modifierCharLimit3,modifierMandatory3,modifierDescription3,modifierName4,modifierType4,modifierCharLimit4,modifierMandatory4,modifierDescription4,modifierName5,modifierType5,modifierCharLimit5,modifierMandatory5,modifierDescription5,modifierName6,modifierType6,modifierCharLimit6,modifierMandatory6,modifierDescription6,modifierName7,modifierType7,modifierCharLimit7,modifierMandatory7,modifierDescription7,modifierName8,modifierType8,modifierCharLimit8,modifierMandatory8,modifierDescription8,modifierName9,modifierType9,modifierCharLimit9,modifierMandatory9,modifierDescription9,modifierName10,modifierType10,modifierCharLimit10,modifierMandatory10,modifierDescription10
ds-131831,MEDIA,,,,,,6673aa_95f36aee32ba43539c2adedf9965bd85~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130949,PRODUCT,Certina DS Action,true,"<p>Gehäuse und Band aus Edelstahl, Quarzwerk, Saphirglas, Zifferblatt schwarz mit Datum, Super-Luminova Durchmesser 40mm, Wassericht bis 30bar, zwei Jahre GarantieReferenz: C048.410.11.051.00Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;herrenuhren;certina,uhren,,,,Certina,425,,,,,,235.9,1,false,,,130949,C048.410.11.051.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130949,MEDIA,,,,,,6673aa_3666454e120d474db90328ed8156667c~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130949,MEDIA,,,,,,6673aa_d62c1d458d77499da6448608cf645c14~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130949,MEDIA,,,,,,6673aa_eca82db2332542b19c3207043c2bd4da~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130949,MEDIA,,,,,,6673aa_67e3ca52f64849c7b103e1c4ad3b3ad8~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130949,MEDIA,,,,,,6673aa_c0933d2ad9ae4c71aa501755bef63fc4~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130812,PRODUCT,Certina DS Action,true,"<p>Gehäuse und Band aus Edelstahl, Quarzwerk, Saphirglas, Zifferblatt grün mit Datumsanzeige, Super-Luminova Durchmesser 40mm, Wassericht bis 30bar, zwei Jahre GarantieReferenz: C048.410.11.091.00Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;herrenuhren;certina,uhren,,,,Certina,425,,,,,,235.9,1,false,,,130812,C048.410.11.091.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130812,MEDIA,,,,,,6673aa_0ed9380662a149aab8944e71c08d9650~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130048,PRODUCT,Certina DS Action Diver Chrono,true,"<p>Edelstahlgehäuse und -band, schwarzes Zifferblatt mit Datumsanzeige und Chronograph, Keramiklünette, Saphirglas, automatisches Uhrwerk, Durchmesser: 44.6mm, 30bar Wasserdicht, zwei Jahre GarantieReferenz: C032.827.11.051.00Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;herrenuhren;certina,uhren,,,,Certina,1795,,,,,,996.3,1,false,,,130048,C032.827.11.051.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130048,MEDIA,,,,,,6673aa_036271ae7e84437da576ad2fd53e5572~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130048,MEDIA,,,,,,6673aa_b71712f2a02346c192858f938b13daf2~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130048,MEDIA,,,,,,6673aa_6321c135189d41c7b5975cc3c529b2e4~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130048,MEDIA,,,,,,6673aa_3f177b39d3bd4d24956c00f3b9f74886~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130048,MEDIA,,,,,,6673aa_b5562b2b9fda407bbd7702ea7e8959ab~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130000,PRODUCT,Certina DS Action GMT,true,"<p>Gehäuse und Band aus Edelstahl, blaues Zifferblatt mit Datumsanzeige, automatisches Uhrwerk mit 80h Gangreserve, GMT, Saphirglas, Durchmesser: 41mm, 20bar Wasserdicht, zwei Jahre GarantieReferenz: C032.929.11.041.00Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;herrenuhren;certina,,,,,Certina,1070,,,,,,593.9,1,false,,,130000,C032.929.11.041.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130000,MEDIA,,,,,,6673aa_713395f2ecd44d438dd84a3360c8e1f8~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130000,MEDIA,,,,,,6673aa_37a20201c647469197d8d74f4800486d~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130000,MEDIA,,,,,,6673aa_71bafb9753ad441ab64b5e680a5fbc3c~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130000,MEDIA,,,,,,6673aa_c1aff71f6db2452391bbb6851bbef0c1~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130000,MEDIA,,,,,,6673aa_43ff2f1c97a5454bb8e161bc70691abf~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-127722,PRODUCT,Certina DS Action,true,"<p>Edelstahlgehäuse, Stoffband blau mit oranger Naht und Faltschliesse, blaues Zifferblatt mit Tages- und Datumsanzeige, automatisches Uhrwerk Powermatic 80, Saphirglas, 20bar Wasserdicht, zwei Jahre GarantieReferenz: C032.430.18.041.01Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;herrenuhren;certina,uhren,,,,Certina,695,,,,,,387.2,1,false,,,127722,C032.430.18.041.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-127722,MEDIA,,,,,,6673aa_8e6972d6b2944133b0b66fa6a95a5036~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-127722,MEDIA,,,,,,6673aa_b98b1d2b51da47faa2c3e9026e5bc582~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-127722,MEDIA,,,,,,6673aa_7e1197f57aea4d8bbd164189350e05e0~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-127722,MEDIA,,,,,,6673aa_88ec3e8de81f47dbb2a054d9fa1a3be8~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-127722,MEDIA,,,,,,6673aa_dbbdd05fef5647b9b89678875719d94d~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-125461,PRODUCT,Certina DS Action,true,"<p>Titan Band und Gehäuse, schwarze Keramiklunette, Zifferblatt schwarz mit Superluminova, automatisches Powermatik Werk mit 80 Stunden Gangreserve, Wasserdicht 30bar, verschraubte Krone, Saphirglas, Durchmesser: 43mm, 2 Jahre GarantieReferenz: C032.607.44.051.00Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;herrenuhren;certina,uhren,,,,Certina,1100,,,,,,612.8,1,false,,,125461,C032.607.44.051.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-125461,MEDIA,,,,,,6673aa_6cc3b83740094459b5c739263cc7ef95~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-125461,MEDIA,,,,,,6673aa_74daf9fa8f044559a5fde0d1b4902d59~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-125461,MEDIA,,,,,,6673aa_d0a4d312879348da84e4b0f252ff09ef~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-125461,MEDIA,,,,,,6673aa_4aa36096db4747cf87854165a0aaa27b~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-125461,MEDIA,,,,,,6673aa_2fb19dd98b3946b9a3efc81496e5b931~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-121810,PRODUCT,Certina DS Action,true,"<p>Gehäuse und Band aus Edelstahl PVD rosé, dunkles Perlmutt Zifferblatt mit drei Diamanten, Datumanzeige, Quarzwerk Precidrive, Saphirglas, 20bar Wasserdicht, zwei Jahre GarantieReferenz: C032.051.22.126.00Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;damenuhren;sale;certina,uhren,,,,Certina,336,560,,,,,300.85,1,false,,,121810,C032.051.22.126.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-121810,MEDIA,,,,,,6673aa_811d142bfaef4b5a97c59b829b5931e4~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-129816,PRODUCT,Certina DS 1,true,"<p>Edelstahlgehäuse und -band PVD gelb, goldiges Zifferblatt mit Index, Datum, Saphirglas, automatisches Uhrwerk mit Nivachrome Spirale, Powermatic 80, 10bar Wasserdicht, Durchmesser: 40mm, zwei Jahre GarantieReferenz: C029.807.33.361.00Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;herrenuhren;certina,,,,,Certina,840,,,,,,466.25,1,false,,,129816,C029.807.33.361.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-129816,MEDIA,,,,,,6673aa_7d496378f9c94b6392fa36cd338986e0~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-117640,PRODUCT,Certina DS Podium Chrono Precidrive,true,"<p>Edelstahlgehäuse und -band, Chronograph, Zifferblatt: Petrol, Quarzwerk Precidrive Gangabweichung +/- 10 Sekunden pro Jahr, Datum, Saphirglas einfach entspiegelt, Durchmesser: 41mm, 10bar Wasserdicht, zwei Jahre GarantieReferenz: C034.417.11.097.00Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;herrenuhren;certina,uhren,,,,Certina,520,,,,,,288.6,1,false,,,117640,C034.417.11.097.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-117640,MEDIA,,,,,,6673aa_2c926989728d404cb90748561b9cadce~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-117640,MEDIA,,,,,,6673aa_b7b09c0a88c540b789142ba0885e8512~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126543,PRODUCT,Certina DS Ph500m,true,"<p>Edelstahlgehäuse, Nato Band blau aus recyceltem Plastikmüll, Automat, 80h Gangreserve, Nivachron Spirale, Zifferblatt blau mit Datumsanzeige, Saphirglas, 50bar Wasserdicht, Taucheruhr gemäß ISO 6425, Durchmesser: 43mm, zwei Jahre GarantieReferenz: C037.407.18.040.10Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;herrenuhren;certina,uhren,,,,Certina,895,,,,,,479.1,1,false,,,126543,C037.407.18.040.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126543,MEDIA,,,,,,6673aa_1cb8964bdc57439f8f4abe8b286f307a~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126543,MEDIA,,,,,,6673aa_8067760b12a4495cbbe3db4dfe6f157d~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126543,MEDIA,,,,,,6673aa_eb8f79d6ab0d4ff19dfd4089178d62ad~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126543,MEDIA,,,,,,6673aa_62cabdeede7f4f01ae5331432726df20~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126543,MEDIA,,,,,,6673aa_5187f87921f749df9ee899a4ca59ca34~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131552,PRODUCT,Certina DS 6,true,"<p>Gehäuse und Band aus Edelstahl / PVD vergoldet, Oberfläche: poliert / mattiert, mit einem Perlmutt Zifferblatt und 6 Diamanten im Brillantschliff und Datumsanzeige, Quarzwerk, Saphirglas, Durchmesser: 35mm, Wasserdicht bis 10bar, zwei Jahre GarantieReferenz: C039.251.12.116.00Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;damenuhren;certina,uhren,,,,Certina,565,,,,,,313.6,1,false,,,131552,C039.251.12.116.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131552,MEDIA,,,,,,6673aa_8a26e8a508b445ccb73e1e6fe5b40e62~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132081,PRODUCT,Thomas Sabo Charm Club Anhänger,false,"<p>gearbeitet in 925 Silber geschwärzt, Oberfläche: poliert, mit weissen Zirkonia, Eifelturm, zwei Jahre GarantieReferenz: CC1283-643-14Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;anhaenger;thomas-sabo,schmuck,,,,Thomas Sabo,45,,,,,,17.3,1,false,,,132081,CC1283-643-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-129940,PRODUCT,ICE Watch cosmos,true,"<p>Gehäuse und Band aus Silikon rosa, Quarzwerk, Zifferblatt rosa, Durchmesser 37mm, Wasserdicht bis 10bar, 2 Jahre GarantieReferenz: 022 359Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;damenuhren;ice-watch,,,,,ICE Watch,119,,,,,,47.6,2,false,,,129940,022 359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-129940,MEDIA,,,,,,6673aa_7b39a7dcc54f4a2fb9e25839b3583676~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131650,PRODUCT,ICE Watch STEEL,true,"<p>Gehäuse aus Edelstahl mit einem Milanaise Uhrenband aus Edelstahl Oberfläche: poliert, Solarwerk, Zifferblatt schwarz mit Index, Mineralglas, Durchmesser 40.5mm, Wasserdicht bis 10bar - 2 Jahre GarantieReferenz: 023 795Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;herrenuhren;damenuhren;ice-watch,uhren,,,,ICE Watch,119,,,,,,47.6,1,false,,,131650,023 795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131650,MEDIA,,,,,,6673aa_d8409fa14d564a42ba680cdedfdd9243~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131650,MEDIA,,,,,,6673aa_9031b0a8357646c1b89d42162637cac4~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131650,MEDIA,,,,,,6673aa_90cf9b117d634fdb9a162d6abb67e76a~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131650,MEDIA,,,,,,6673aa_22295dcdc5d541a78d3e7c1469af7883~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131648,PRODUCT,ICE Watch STEEL,true,"<p>Gehäuse und Band aus Edelstahl PVD gelb, Oberfläche: matt / poliert, Solarwerk, Zifferblatt rosa mit Index, Mineralglas, Durchmesser 34.5mm, Wasserdicht bis 10bar, - 2 Jahre GarantieReferenz: 023 791Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;herrenuhren;damenuhren;ice-watch,uhren,,,,ICE Watch,129,,,,,,51.6,1,false,,,131648,023 791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131648,MEDIA,,,,,,6673aa_64f8bcdadf114987acccbf89498e4050~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131648,MEDIA,,,,,,6673aa_14ccdedaeb9849cf9c80390a3b43fd0e~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131648,MEDIA,,,,,,6673aa_4379099c123d4303b60d256852f2c642~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131648,MEDIA,,,,,,6673aa_8396e93da0b34b11ae3d9a7ef3b9b1a7~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131647,PRODUCT,ICE Watch STEEL,true,"<p>Gehäuse und Band aus Edelstahl Oberfläche: matt / poliert, Solarwerk, Zifferblatt rosa mit Index, Mineralglas, Durchmesser 34.5mm, Wasserdicht bis 10bar, zwei Jahre GarantieReferenz: 023 790Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;herrenuhren;damenuhren;ice-watch,uhren,,,,ICE Watch,119,,,,,,47.6,1,false,,,131647,023 790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131647,MEDIA,,,,,,6673aa_87250d8f12024dcfa0c95067ffa1946c~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131647,MEDIA,,,,,,6673aa_640e88c828c84caf8604a45b92ed9044~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131647,MEDIA,,,,,,6673aa_59e2b26ead3e46168aa82bf773123610~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131647,MEDIA,,,,,,6673aa_91b956ae10104580b745b4ddcdb4dd8c~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-120735,PRODUCT,ICE Watch STEEL Black sunset Medium,true,"<p>ICE Steel black sunset, Gehäuse und Band aus Stahl matt/poliert, Quartzwerk, Zifferblatt schwarz/braun, Durchmesser 39mm, Wasserdicht bis 10bar, zwei Jahre Garantie, 016 768Referenz: 016 768Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;herrenuhren;ice-watch,,,,,ICE Watch,179,,,,,,89.5,1,false,,,120735,016 768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-120735,MEDIA,,,,,,6673aa_b7c7f6b589a0492ea0b8e4cc0ddcb806~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-120735,MEDIA,,,,,,6673aa_3a493fb3bee246fabf48eaf7bed2d26b~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-120735,MEDIA,,,,,,6673aa_951f6cf70d254c3b96491067a04a22bf~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-120735,MEDIA,,,,,,6673aa_2dc58d7575194197b8c4feef8b1f9936~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-120735,MEDIA,,,,,,6673aa_8c28b3ab3d024ec489359f45c6504c41~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-119320,PRODUCT,ICE Watch STEEL M,true,"<p>Edelstahlgehäuse und -band PVD rosévergoldet, schwarzes Zifferblatt, Datum, Quarzwerk, 10bar Wasserdicht, Grösse: Medium, zwei Jahre GarantieReferenz: 016 763Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;damenuhren;ice-watch,uhren,,,,ICE Watch,199,,,,,,99.5,1,false,,,119320,016 763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-119320,MEDIA,,,,,,6673aa_48c7d56d0f0349819043a0af1ec23cc8~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-119320,MEDIA,,,,,,6673aa_3a0d12a619bc4009a828819cfa6f7bd0~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
